千葉,114,1,644950,20101218
東京,241,1,665687,20110714
埼玉,661,1,764803,20101012
千葉,32,1,225762,20110120
埼玉,319,1,891240,20100913
千葉,173,1,420216,20110420
東京,692,1,19301,20100404
千葉,160,1,220363,20100522
埼玉,88,1,441986,20100117
千葉,555,1,453222,20100409
東京,892,1,449405,20100402
千葉,336,1,805071,20111221
東京,286,1,462774,20100701
千葉,770,1,802144,20111205
東京,386,1,661562,20101129
東京,709,1,241846,20110510
千葉,192,1,536581,20100713
埼玉,688,1,860915,20100327
埼玉,843,1,808066,20100223
千葉,592,1,627890,20100618
千葉,616,1,334311,20101008
埼玉,51,1,978903,20100829
千葉,560,1,763545,20100907
千葉,565,1,285055,20100109
埼玉,510,1,112097,20111217
東京,4,1,871444,20110708
千葉,554,1,614683,20100818
千葉,877,1,529944,20110622
東京,191,1,789341,20110220
埼玉,521,1,209756,20100601
東京,0009,1,764160,20110415
埼玉,0042,1,22827,20100305
千葉,0580,1,556842,20110523
千葉,0708,1,236202,20110213
東京,0880,1,894171,20100330
東京,0815,1,904911,20100131
東京,0936,1,923758,20100516
東京,0169,1,313617,20110510
埼玉,0725,1,772779,20110815
埼玉,0791,1,36991,20111218
埼玉,0915,1,714142,20110130
東京,0253,1,227939,20110221
千葉,0797,1,969045,20111020
千葉,0511,1,199861,20100923
埼玉,0898,1,377313,20110120
埼玉,0362,1,144424,20110507
千葉,0994,1,824466,20110930
埼玉,0797,1,470825,20100704
千葉,0501,1,514284,20110507
千葉,0726,1,838738,20100401
千葉,0032,1,338210,20110130
埼玉,0130,1,568819,20110207
千葉,0978,1,831839,20100718
千葉,0754,1,943643,20111203
東京,0384,1,667313,20100822
千葉,0995,1,373255,20110320
東京,592,1,838322,20100115
東京,142,1,895693,20101025
千葉,431,1,101680,20100314
千葉,105,1,50496,20111212
東京,959,1,374258,20110624
千葉,475,1,740926,20101014
埼玉,799,1,456537,20100215
千葉,224,1,749775,20100306
東京,642,1,628581,20110510
千葉,991,1,266011,20111201
東京,837,1,859730,20101120
埼玉,966,1,557570,20110125
千葉,588,1,384025,20110120
東京,142,1,746483,20100403
